Invoice No,Customer ID,Invoice Date,Due Date,Invoice Amount,Amount Paid,Outstanding Amount
INV01416,CUST013,2025-05-13 00:00:00,2025-06-27 00:00:00,15206.16,3801.54,11404.62
INV01417,CUST120,2024-08-04 00:00:00,2024-09-18 00:00:00,18415.64,4603.91,13811.73
INV01418,CUST111,2025-10-19 00:00:00,2025-12-18 00:00:00,19358.79,14519.09,4839.7
INV01419,CUST089,2024-11-25 00:00:00,2024-12-25 00:00:00,24397.55,12198.78,12198.77
INV01420,CUST073,2024-02-11 00:00:00,2024-04-11 00:00:00,14552.3,0,14552.3
INV01421,CUST068,2024-02-03 00:00:00,2024-03-04 00:00:00,8870.21,2217.55,6652.66
INV01422,CUST014,2024-12-15 00:00:00,2025-01-14 00:00:00,16387.38,0,16387.38
INV01423,CUST101,2024-12-04 00:00:00,2025-01-18 00:00:00,2176.8,2176.8,0
INV01424,CUST098,2025-01-30 00:00:00,2025-03-16 00:00:00,22486.23,0,22486.23
INV01425,CUST011,2024-05-13 00:00:00,2024-06-12 00:00:00,3424.83,856.21,2568.62
INV01426,CUST105,2025-08-31 00:00:00,2025-10-30 00:00:00,8532.15,0,8532.15
INV01427,CUST056,2023-03-23 00:00:00,2023-05-07 00:00:00,20485.76,0,20485.76
INV01428,CUST067,2024-08-26 00:00:00,2024-10-25 00:00:00,15134.15,11350.61,3783.54
INV01429,CUST092,2025-02-10 00:00:00,2025-03-27 00:00:00,10144.07,0,10144.07
INV01430,CUST029,2025-06-21 00:00:00,2025-08-05 00:00:00,12099.17,0,12099.17
INV01431,CUST009,2023-12-31 00:00:00,2024-02-29 00:00:00,21436.41,5359.1,16077.31
INV01432,CUST067,2023-06-12 00:00:00,2023-07-27 00:00:00,8830.11,0,8830.11
INV01433,CUST025,2025-12-07 00:00:00,2026-01-21 00:00:00,21806.42,0,21806.42
INV01434,CUST098,2024-05-25 00:00:00,2024-07-24 00:00:00,2659.29,2659.29,0
INV01435,CUST076,2023-04-26 00:00:00,2023-06-10 00:00:00,19531.56,14648.67,4882.89
INV01436,CUST042,2025-07-29 00:00:00,2025-09-12 00:00:00,21264.92,21264.92,0
INV01437,CUST009,2023-12-03 00:00:00,2024-01-17 00:00:00,4954.53,4954.53,0
INV01438,CUST079,2025-05-30 00:00:00,2025-07-29 00:00:00,11043.49,5521.74,5521.75
INV01439,CUST040,2025-01-06 00:00:00,2025-02-05 00:00:00,4554.74,0,4554.74
INV01440,CUST025,2025-04-19 00:00:00,2025-06-18 00:00:00,17811.8,13358.85,4452.95
INV01441,CUST005,2023-05-27 00:00:00,2023-06-26 00:00:00,13616.02,13616.02,0
INV01442,CUST011,2024-03-18 00:00:00,2024-05-02 00:00:00,16065.42,12049.06,4016.36
INV01443,CUST059,2025-04-16 00:00:00,2025-05-16 00:00:00,5313.93,2656.96,2656.97
INV01444,CUST098,2025-11-02 00:00:00,2026-01-01 00:00:00,5687.77,0,5687.77
INV01445,CUST088,2025-07-31 00:00:00,2025-09-29 00:00:00,1516.68,1516.68,0
INV01446,CUST079,2023-10-14 00:00:00,2023-11-28 00:00:00,8390.65,6292.99,2097.66
INV01447,CUST038,2024-12-20 00:00:00,2025-01-19 00:00:00,14213.74,14213.74,0
INV01448,CUST072,2024-04-24 00:00:00,2024-06-08 00:00:00,21519.41,0,21519.41
INV01449,CUST005,2023-01-22 00:00:00,2023-03-08 00:00:00,16839.72,0,16839.72
INV01450,CUST048,2024-11-13 00:00:00,2025-01-12 00:00:00,11167.21,0,11167.21
INV01451,CUST090,2025-06-24 00:00:00,2025-07-24 00:00:00,23851.44,17888.58,5962.86
INV01452,CUST018,2023-11-16 00:00:00,2023-12-16 00:00:00,18121.51,0,18121.51
INV01453,CUST070,2023-05-06 00:00:00,2023-06-05 00:00:00,23289.05,0,23289.05
INV01454,CUST037,2023-10-04 00:00:00,2023-11-03 00:00:00,13425.91,13425.91,0
INV01455,CUST060,2023-07-13 00:00:00,2023-08-27 00:00:00,6843.15,0,6843.15
INV01456,CUST048,2024-11-26 00:00:00,2025-01-10 00:00:00,1794.25,1794.25,0
INV01457,CUST077,2023-02-26 00:00:00,2023-04-27 00:00:00,18289.08,4572.27,13716.81
INV01458,CUST028,2023-01-19 00:00:00,2023-03-05 00:00:00,3471.92,3471.92,0
INV01459,CUST069,2023-09-21 00:00:00,2023-11-05 00:00:00,7917.99,3959,3958.99
INV01460,CUST077,2025-03-04 00:00:00,2025-05-03 00:00:00,13545.54,13545.54,0
INV01461,CUST081,2023-04-23 00:00:00,2023-06-22 00:00:00,14328.21,14328.21,0
INV01462,CUST114,2024-06-25 00:00:00,2024-08-24 00:00:00,15214.29,0,15214.29
INV01463,CUST040,2024-10-08 00:00:00,2024-11-22 00:00:00,4573.26,0,4573.26
INV01464,CUST045,2024-08-01 00:00:00,2024-09-15 00:00:00,9803.57,0,9803.57
INV01465,CUST096,2025-12-24 00:00:00,2026-02-22 00:00:00,15621.26,7810.63,7810.63
INV01466,CUST062,2023-01-25 00:00:00,2023-03-26 00:00:00,24260.56,24260.56,0
INV01467,CUST093,2023-01-01 00:00:00,2023-03-02 00:00:00,18326.96,4581.74,13745.22
INV01468,CUST115,2025-06-29 00:00:00,2025-08-13 00:00:00,23103.79,11551.9,11551.89
INV01469,CUST058,2023-05-21 00:00:00,2023-07-05 00:00:00,19174.2,0,19174.2
INV01470,CUST067,2024-10-09 00:00:00,2024-11-08 00:00:00,14997.07,14997.07,0
INV01471,CUST056,2023-07-07 00:00:00,2023-08-21 00:00:00,5204.57,5204.57,0
INV01472,CUST040,2023-07-20 00:00:00,2023-09-03 00:00:00,16833.8,0,16833.8
INV01473,CUST098,2023-09-14 00:00:00,2023-10-29 00:00:00,15772.8,3943.2,11829.6
INV01474,CUST040,2024-06-30 00:00:00,2024-08-29 00:00:00,15260.49,0,15260.49
INV01475,CUST091,2023-07-13 00:00:00,2023-08-27 00:00:00,12499.75,6249.88,6249.87
INV01476,CUST077,2024-12-03 00:00:00,2025-02-01 00:00:00,13452.09,6726.04,6726.05
INV01477,CUST109,2025-03-12 00:00:00,2025-04-11 00:00:00,8693.84,0,8693.84
INV01478,CUST033,2025-07-30 00:00:00,2025-08-29 00:00:00,13223.16,3305.79,9917.37
INV01479,CUST006,2024-02-18 00:00:00,2024-04-18 00:00:00,5340.12,0,5340.12
INV01480,CUST088,2025-06-28 00:00:00,2025-08-27 00:00:00,20226.77,10113.38,10113.39
INV01481,CUST019,2023-07-07 00:00:00,2023-09-05 00:00:00,5051.54,2525.77,2525.77
INV01482,CUST080,2023-02-14 00:00:00,2023-03-31 00:00:00,2581.67,0,2581.67
INV01483,CUST040,2023-03-24 00:00:00,2023-04-23 00:00:00,11188.03,8391.02,2797.01
INV01484,CUST092,2023-12-24 00:00:00,2024-02-22 00:00:00,16628.53,12471.4,4157.13
INV01485,CUST097,2025-12-25 00:00:00,2026-02-08 00:00:00,11224.06,2806.02,8418.04
INV01486,CUST059,2025-07-24 00:00:00,2025-08-23 00:00:00,7280.48,0,7280.48
INV01487,CUST059,2024-01-10 00:00:00,2024-02-24 00:00:00,14175.19,10631.39,3543.8
INV01488,CUST048,2023-06-11 00:00:00,2023-07-11 00:00:00,9001.56,9001.56,0
INV01489,CUST041,2023-11-18 00:00:00,2024-01-02 00:00:00,23355.26,0,23355.26
INV01490,CUST013,2024-03-25 00:00:00,2024-04-24 00:00:00,23104.81,0,23104.81
INV01491,CUST107,2025-11-02 00:00:00,2025-12-02 00:00:00,12808.11,0,12808.11
INV01492,CUST045,2023-07-03 00:00:00,2023-08-17 00:00:00,8533.16,4266.58,4266.58
INV01493,CUST089,2023-04-21 00:00:00,2023-06-20 00:00:00,18559.74,0,18559.74
INV01494,CUST053,2024-05-22 00:00:00,2024-06-21 00:00:00,1399.47,349.87,1049.6
INV01495,CUST042,2023-10-22 00:00:00,2023-12-21 00:00:00,12131.84,6065.92,6065.92
INV01496,CUST100,2025-06-22 00:00:00,2025-08-06 00:00:00,8739.92,4369.96,4369.96
INV01497,CUST063,2025-08-31 00:00:00,2025-10-30 00:00:00,23053.13,5763.28,17289.85
INV01498,CUST027,2024-09-23 00:00:00,2024-11-22 00:00:00,794.07,198.52,595.55
INV01499,CUST038,2025-11-16 00:00:00,2026-01-15 00:00:00,14043.96,7021.98,7021.98
INV01500,CUST060,2025-01-02 00:00:00,2025-03-03 00:00:00,18646.26,0,18646.26
