InvoiceNo,SalesRepID,OrderDate,InvoiceDate,DueDate,InvoiceAmount,AmountPaid,OutstandingAmount,PaymentStatus
INV01348,SR003,2024-11-29,2024-12-02,2025-01-31,16180.47,7004.7,9175.77,Partially Paid
INV01349,SR018,2024-06-09,2024-06-11,2024-07-26,8344.87,5215.24,3129.63,Partially Paid
INV01350,SR015,2024-12-09,2024-12-14,2025-01-13,17677.48,11098.7,6578.78,Partially Paid
INV01351,SR017,2025-03-17,2025-03-19,2025-05-18,10234.47,6763,3471.47,Partially Paid
INV01352,SR024,2025-04-25,2025-04-29,2025-06-13,18774.68,10001.64,8773.04,Partially Paid
INV01353,SR020,2025-03-12,2025-03-16,2025-05-15,14668.99,878.4,13790.59,Partially Paid
INV01354,SR007,2024-07-05,2024-07-09,2024-08-08,5187.29,3871.97,1315.32,Partially Paid
INV01355,SR025,2024-06-02,2024-06-06,2024-07-21,6713.74,5573.84,1139.9,Partially Paid
INV01356,SR003,2024-11-20,2024-11-22,2025-01-06,5705.23,1637.66,4067.57,Partially Paid
INV01357,SR006,2024-05-11,2024-05-16,2024-06-15,8414.39,955.53,7458.86,Partially Paid
INV01358,SR007,2024-01-15,2024-01-17,2024-03-02,9551.11,5346.95,4204.16,Partially Paid
INV01359,SR014,2024-08-04,2024-08-05,2024-09-04,3607.49,492.17,3115.32,Partially Paid
INV01360,SR009,2025-02-08,2025-02-11,2025-04-12,11238.77,7241.07,3997.7,Partially Paid
INV01361,SR002,2025-05-08,2025-05-12,2025-06-11,1578.88,1415.47,163.41,Partially Paid
INV01362,SR011,2024-11-04,2024-11-07,2024-12-07,18061.21,7351.04,10710.17,Partially Paid
INV01363,SR012,2024-12-09,2024-12-10,2025-01-24,18891.66,13681.99,5209.67,Partially Paid
INV01364,SR005,2024-04-30,2024-05-01,2024-06-30,14822.37,13828.31,994.06,Partially Paid
INV01365,SR017,2024-12-06,2024-12-11,2025-02-09,5410.26,4785.73,624.53,Partially Paid
INV01366,SR008,2024-11-03,2024-11-04,2024-12-19,6921.08,4044.17,2876.91,Partially Paid
INV01367,SR013,2025-02-16,2025-02-18,2025-04-04,4751.16,507.49,4243.67,Partially Paid
INV01368,SR007,2025-05-11,2025-05-14,2025-06-28,8463.32,7303,1160.32,Partially Paid
INV01369,SR002,2024-09-08,2024-09-13,2024-10-28,14142.55,1597.56,12544.99,Partially Paid
INV01370,SR018,2024-08-04,2024-08-08,2024-10-07,5303.76,1473.03,3830.73,Partially Paid
INV01371,SR005,2024-07-04,2024-07-08,2024-09-06,7670.92,2363.96,5306.96,Partially Paid
INV01372,SR021,2025-05-10,2025-05-15,2025-06-14,16908.72,11197.35,5711.37,Partially Paid
INV01373,SR002,2024-12-19,2024-12-21,2025-02-04,11278.19,3487.99,7790.2,Partially Paid
INV01374,SR023,2024-07-04,2024-07-05,2024-09-03,17405.58,14927.85,2477.73,Partially Paid
INV01375,SR013,2024-01-05,2024-01-09,2024-02-23,6367.32,5961.86,405.46,Partially Paid
INV01376,SR025,2024-04-30,2024-05-03,2024-06-02,17258.63,2765.3,14493.33,Partially Paid
INV01377,SR015,2024-11-19,2024-11-22,2025-01-21,8422.63,285.37,8137.26,Partially Paid
INV01378,SR003,2025-02-25,2025-03-01,2025-04-15,14870.37,13777.36,1093.01,Partially Paid
INV01379,SR011,2025-01-02,2025-01-06,2025-02-05,16575.82,11577.92,4997.9,Partially Paid
INV01380,SR017,2024-02-03,2024-02-06,2024-03-22,12241.26,9957.38,2283.88,Partially Paid
INV01381,SR024,2024-06-16,2024-06-20,2024-08-19,1033.34,53.84,979.5,Partially Paid
INV01382,SR021,2024-04-04,2024-04-08,2024-06-07,3153.8,1263.61,1890.19,Partially Paid
INV01383,SR021,2024-06-05,2024-06-08,2024-08-07,2103.53,331.98,1771.55,Partially Paid
INV01384,SR017,2024-12-31,2025-01-02,2025-03-03,13872.19,10995.68,2876.51,Partially Paid
INV01385,SR011,2024-08-19,2024-08-23,2024-10-22,3103.44,538.38,2565.06,Partially Paid
INV01386,SR019,2025-02-27,2025-03-02,2025-04-16,4373.94,1812.98,2560.96,Partially Paid
INV01387,SR006,2024-07-20,2024-07-24,2024-09-22,4877.5,4624.4,253.1,Partially Paid
INV01388,SR018,2024-11-27,2024-12-02,2025-01-31,4959.79,441.31,4518.48,Partially Paid
INV01389,SR015,2024-04-11,2024-04-14,2024-06-13,17110.7,851.82,16258.88,Partially Paid
INV01390,SR020,2024-08-07,2024-08-12,2024-09-26,3410.4,3267.28,143.12,Partially Paid
INV01391,SR006,2025-04-29,2025-05-04,2025-06-03,775.24,407.65,367.59,Partially Paid
INV01392,SR025,2025-04-16,2025-04-20,2025-06-19,10135.91,2275.35,7860.56,Partially Paid
INV01393,SR007,2024-04-07,2024-04-10,2024-05-25,15055.64,5752.36,9303.28,Partially Paid
INV01394,SR014,2025-03-14,2025-03-16,2025-05-15,4703.55,3876.14,827.41,Partially Paid
INV01395,SR024,2024-12-12,2024-12-14,2025-01-28,4017.21,3183.49,833.72,Partially Paid
INV01396,SR001,2024-05-28,2024-05-31,2024-06-30,12544.76,11382.21,1162.55,Partially Paid
INV01397,SR012,2024-10-25,2024-10-29,2024-11-28,701.24,93.41,607.83,Partially Paid
INV01398,SR011,2025-05-13,2025-05-17,2025-07-16,4638.24,1778.74,2859.5,Partially Paid
INV01399,SR014,2025-01-11,2025-01-16,2025-03-02,1924.58,1071.99,852.59,Partially Paid
INV01400,SR002,2024-06-19,2024-06-21,2024-08-05,18210.42,18151.04,59.38,Partially Paid
INV01401,SR022,2025-05-10,2025-05-15,2025-07-14,15090.72,686.81,14403.91,Partially Paid
INV01402,SR009,2024-09-15,2024-09-20,2024-11-04,6398.89,2525.62,3873.27,Partially Paid
INV01403,SR012,2024-03-08,2024-03-13,2024-04-12,11819.49,3076.51,8742.98,Partially Paid
INV01404,SR017,2024-09-09,2024-09-12,2024-10-27,3072.43,974.94,2097.49,Partially Paid
INV01405,SR017,2024-08-09,2024-08-11,2024-09-25,2778.42,122.7,2655.72,Partially Paid
INV01406,SR005,2024-09-12,2024-09-15,2024-11-14,7531.55,3239.21,4292.34,Partially Paid
INV01407,SR009,2024-11-09,2024-11-12,2025-01-11,6603.7,5894.94,708.76,Partially Paid
INV01408,SR011,2025-01-12,2025-01-16,2025-02-15,11335.66,10461.15,874.51,Partially Paid
INV01409,SR021,2025-02-12,2025-02-16,2025-03-18,4183.94,228.31,3955.63,Partially Paid
INV01410,SR006,2024-01-19,2024-01-23,2024-03-08,3689.32,1723.4,1965.92,Partially Paid
INV01411,SR004,2025-04-03,2025-04-07,2025-05-07,9109.63,9007.77,101.86,Partially Paid
INV01412,SR018,2024-09-05,2024-09-09,2024-10-24,2693.57,1938.73,754.84,Partially Paid
INV01413,SR005,2024-03-04,2024-03-07,2024-04-06,4472.81,1270.8,3202.01,Partially Paid
INV01414,SR006,2025-01-18,2025-01-23,2025-03-09,11483.32,7615.02,3868.3,Partially Paid
INV01415,SR007,2024-10-25,2024-10-26,2024-12-25,15453.53,2790.43,12663.1,Partially Paid
INV01416,SR003,2024-05-06,2024-05-10,2024-07-09,2338.95,768.71,1570.24,Partially Paid
INV01417,SR010,2024-12-14,2024-12-15,2025-01-29,7784.39,7232.85,551.54,Partially Paid
INV01418,SR004,2025-03-04,2025-03-07,2025-04-06,1063.05,489.25,573.8,Partially Paid
INV01419,SR023,2024-12-03,2024-12-07,2025-01-21,12752.96,3434.61,9318.35,Partially Paid
INV01420,SR022,2024-01-03,2024-01-06,2024-02-05,13295.37,12642.51,652.86,Partially Paid
INV01421,SR011,2025-04-30,2025-05-05,2025-06-04,4621.65,224.99,4396.66,Partially Paid
INV01422,SR021,2024-05-24,2024-05-27,2024-06-26,15004.1,8209.59,6794.51,Partially Paid
INV01423,SR020,2024-07-14,2024-07-15,2024-08-29,5475.7,1314.61,4161.09,Partially Paid
INV01424,SR025,2025-03-19,2025-03-23,2025-04-22,899.98,187.4,712.58,Partially Paid
INV01425,SR013,2025-02-03,2025-02-07,2025-03-24,13119.78,12521.94,597.84,Partially Paid
INV01426,SR005,2024-03-02,2024-03-05,2024-04-19,16121.46,11863.61,4257.85,Partially Paid
INV01427,SR010,2025-04-07,2025-04-12,2025-05-12,7501.36,720.97,6780.39,Partially Paid
INV01428,SR012,2024-09-19,2024-09-21,2024-11-05,9186.13,3565.04,5621.09,Partially Paid
INV01429,SR009,2024-10-15,2024-10-20,2024-12-04,2259.34,954.65,1304.69,Partially Paid
INV01430,SR012,2024-11-10,2024-11-12,2024-12-27,12798.38,1189.58,11608.8,Partially Paid
INV01431,SR017,2024-06-23,2024-06-27,2024-08-26,4872.49,3343.68,1528.81,Partially Paid
INV01432,SR005,2025-04-21,2025-04-25,2025-06-24,12776.41,6703.5,6072.91,Partially Paid
INV01433,SR010,2024-08-27,2024-08-31,2024-09-30,18190.55,8688.01,9502.54,Partially Paid
INV01434,SR005,2024-03-06,2024-03-09,2024-04-08,10700.3,3161.74,7538.56,Partially Paid
INV01435,SR002,2024-10-09,2024-10-10,2024-11-09,10511.58,5367.75,5143.83,Partially Paid
INV01436,SR014,2024-02-18,2024-02-22,2024-04-22,14546.04,11823.38,2722.66,Partially Paid
INV01437,SR012,2024-05-10,2024-05-15,2024-06-14,15488.61,251.98,15236.63,Partially Paid
INV01438,SR024,2024-12-04,2024-12-08,2025-01-07,15830.45,13343.64,2486.81,Partially Paid
INV01439,SR002,2024-02-12,2024-02-16,2024-04-16,6304.13,3701.84,2602.29,Partially Paid
INV01440,SR015,2025-01-22,2025-01-26,2025-03-27,16252.76,5547.63,10705.13,Partially Paid
INV01441,SR006,2024-04-18,2024-04-20,2024-05-20,15067.07,9101.31,5965.76,Partially Paid
INV01442,SR022,2024-02-24,2024-02-28,2024-04-28,849.35,335.44,513.91,Partially Paid
INV01443,SR001,2024-03-28,2024-04-01,2024-05-16,13990.22,12154.43,1835.79,Partially Paid
INV01444,SR024,2024-11-04,2024-11-08,2024-12-23,12560.74,12233.18,327.56,Partially Paid
INV01445,SR012,2024-12-19,2024-12-23,2025-02-06,2208.89,298.45,1910.44,Partially Paid
INV01446,SR007,2024-02-27,2024-02-28,2024-04-28,19425.15,16686.44,2738.71,Partially Paid
INV01447,SR007,2024-09-03,2024-09-05,2024-11-04,5214.71,4391.25,823.46,Partially Paid
INV01448,SR018,2024-04-07,2024-04-08,2024-05-23,15509.56,2297.98,13211.58,Partially Paid
INV01449,SR014,2024-01-12,2024-01-13,2024-02-12,18097.1,13369.8,4727.3,Partially Paid
INV01450,SR015,2025-05-08,2025-05-12,2025-06-26,882.74,396.81,485.93,Partially Paid
INV01451,SR008,2024-04-13,2024-04-16,2024-06-15,16674.29,6531.88,10142.41,Partially Paid
INV01452,SR011,2024-01-05,2024-01-06,2024-03-06,17028.78,7352.82,9675.96,Partially Paid
INV01453,SR014,2025-03-10,2025-03-14,2025-05-13,11783.89,8614.95,3168.94,Partially Paid
INV01454,SR010,2024-01-19,2024-01-23,2024-03-08,9978.97,5897.96,4081.01,Partially Paid
INV01455,SR020,2025-04-23,2025-04-27,2025-05-27,14428.66,7622.79,6805.87,Partially Paid
INV01456,SR014,2024-10-22,2024-10-25,2024-12-24,1738.46,1552.23,186.23,Partially Paid
INV01457,SR014,2025-03-31,2025-04-04,2025-05-04,10148.38,9528.97,619.41,Partially Paid
INV01458,SR012,2024-08-17,2024-08-21,2024-09-20,3646,2647.76,998.24,Partially Paid
INV01459,SR016,2024-06-25,2024-06-29,2024-07-29,10398.9,6111,4287.9,Partially Paid
INV01460,SR022,2024-06-22,2024-06-27,2024-08-26,13310.68,1745.81,11564.87,Partially Paid
INV01461,SR010,2025-01-05,2025-01-09,2025-02-23,16745.07,11271.23,5473.84,Partially Paid
INV01462,SR024,2024-07-03,2024-07-07,2024-08-06,12625.93,3566.29,9059.64,Partially Paid
INV01463,SR024,2024-02-14,2024-02-18,2024-03-19,3879.18,606.37,3272.81,Partially Paid
INV01464,SR016,2024-02-21,2024-02-25,2024-04-10,6421.21,1344.81,5076.4,Partially Paid
INV01465,SR002,2024-01-10,2024-01-13,2024-02-27,7462.36,1183.57,6278.79,Partially Paid
INV01466,SR017,2024-01-17,2024-01-18,2024-03-03,8897.1,5494.52,3402.58,Partially Paid
INV01467,SR004,2024-10-14,2024-10-16,2024-11-30,5527.53,1881.15,3646.38,Partially Paid
INV01468,SR012,2025-01-28,2025-01-29,2025-03-30,5716.08,864.15,4851.93,Partially Paid
INV01469,SR023,2025-03-23,2025-03-28,2025-05-27,13554.97,9575.3,3979.67,Partially Paid
INV01470,SR015,2025-02-13,2025-02-17,2025-03-19,19505.87,15246.81,4259.06,Partially Paid
INV01471,SR020,2025-02-04,2025-02-05,2025-04-06,1318.4,138.97,1179.43,Partially Paid
INV01472,SR021,2024-03-01,2024-03-03,2024-04-17,3562.13,1040.58,2521.55,Partially Paid
INV01473,SR015,2025-01-25,2025-01-30,2025-03-16,14784.76,1468.04,13316.72,Partially Paid
INV01474,SR021,2024-07-05,2024-07-08,2024-08-07,2898.18,585.11,2313.07,Partially Paid
INV01475,SR014,2025-01-28,2025-01-29,2025-02-28,16778.86,7947.53,8831.33,Partially Paid
INV01476,SR010,2024-09-15,2024-09-17,2024-10-17,5687.3,4067.56,1619.74,Partially Paid
INV01477,SR014,2024-07-03,2024-07-05,2024-08-04,15187.52,8044.07,7143.45,Partially Paid
INV01478,SR008,2024-03-11,2024-03-15,2024-04-29,18401.39,16525.65,1875.74,Partially Paid
INV01479,SR017,2025-02-10,2025-02-13,2025-03-15,9130.28,7031.7,2098.58,Partially Paid
INV01480,SR023,2025-02-16,2025-02-21,2025-03-23,2153.18,677.83,1475.35,Partially Paid
INV01481,SR025,2024-03-25,2024-03-29,2024-04-28,8168.69,303.01,7865.68,Partially Paid
INV01482,SR021,2024-03-18,2024-03-23,2024-04-22,19565.79,19175.4,390.39,Partially Paid
INV01483,SR022,2025-03-24,2025-03-29,2025-05-13,8676.45,7685.45,991,Partially Paid
INV01484,SR023,2024-10-10,2024-10-13,2024-12-12,14982.6,13622.64,1359.96,Partially Paid
INV01485,SR001,2025-02-27,2025-03-02,2025-05-01,12402.82,1821.5,10581.32,Partially Paid
INV01486,SR013,2024-08-16,2024-08-18,2024-10-17,12675.01,7835.53,4839.48,Partially Paid
INV01487,SR015,2024-12-23,2024-12-26,2025-02-24,8387.86,1654.89,6732.97,Partially Paid
INV01488,SR010,2024-02-13,2024-02-14,2024-04-14,7022.61,5092.09,1930.52,Partially Paid
INV01489,SR024,2025-03-26,2025-03-28,2025-05-27,19842.52,5633.84,14208.68,Partially Paid
INV01490,SR003,2024-09-18,2024-09-23,2024-11-07,10666.05,8074.69,2591.36,Partially Paid
INV01491,SR006,2024-01-12,2024-01-13,2024-03-13,12053.82,2909.07,9144.75,Partially Paid
INV01492,SR025,2024-06-04,2024-06-08,2024-08-07,2653.62,159.07,2494.55,Partially Paid
INV01493,SR012,2024-05-12,2024-05-17,2024-07-01,2914.35,2204.88,709.47,Partially Paid
INV01494,SR004,2024-08-17,2024-08-20,2024-10-19,14868.74,6737.73,8131.01,Partially Paid
INV01495,SR008,2025-02-16,2025-02-21,2025-04-22,14435.62,13533.96,901.66,Partially Paid
INV01496,SR022,2024-09-30,2024-10-05,2024-11-04,7331.57,2086.09,5245.48,Partially Paid
INV01497,SR023,2024-10-20,2024-10-22,2024-12-21,7864.48,5800.15,2064.33,Partially Paid
INV01498,SR004,2024-06-16,2024-06-21,2024-08-20,4254.83,3312.6,942.23,Partially Paid
INV01499,SR015,2024-02-20,2024-02-22,2024-04-22,8801,3626.48,5174.52,Partially Paid
INV01500,SR003,2024-02-01,2024-02-05,2024-03-06,9786.93,4366.58,5420.35,Partially Paid
